id,name,matched_query,image_file,image_url,thumbnail,source,title,creator,license,attribution,bytes,status,error
99j8iGTj0ukfm9idWZNG,Garba,Garba,migrations\images\99j8iGTj0ukfm9idWZNG_garba.jpg,https://live.staticflickr.com/5757/20328808813_51c816719d_b.jpg,https://api.openverse.org/v1/images/95d94de9-32ef-4ef9-bdea-1d3dc3b6a56c/thumb/,flickr,Garba Tounkara,billknock,by,"""Garba Tounkara"" by billknock is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",117984,downloaded,
9ISzylFmP4TaexdAeqnX,Vetkoek,Vetkoek,migrations\images\9ISzylFmP4TaexdAeqnX_vetkoek.jpg,https://live.staticflickr.com/3407/3442807774_67ff75ef91_b.jpg,https://api.openverse.org/v1/images/aa5f335f-c7b2-4802-b7b2-4d4b23979e94/thumb/,flickr,Making vetkoeks,bbcworldservice,by-nc,"""Making vetkoeks"" by bbcworldservice is licensed under CC BY-NC 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc/2.0/.",158462,downloaded,
9LMRmwiQpQv9ldvA46NK,Spaghetti Jollof,Spaghetti Jollof,migrations\images\9LMRmwiQpQv9ldvA46NK_spaghetti_jollof.jpg,https://live.staticflickr.com/4319/36179883921_eceaafa406_b.jpg,https://api.openverse.org/v1/images/266e4bd2-eb9b-415c-804a-4fd7ede74f31/thumb/,flickr,Spaghetti or Noodles?,MarinaCherbonnier,by-nc-sa,"""Spaghetti or Noodles?"" by MarinaCherbonnier is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",180132,downloaded,
9TBPwllIsmu8sDsOZPUi,Ravitoto,Ravitoto,migrations\images\9TBPwllIsmu8sDsOZPUi_ravitoto.jpg,https://live.staticflickr.com/2525/3739408987_cdb042c31c_b.jpg,https://api.openverse.org/v1/images/ecb88254-09c7-4c10-9b63-b5ae27bd907d/thumb/,flickr,Madagascar June July 09,lovarakotomalala,by,"""Madagascar June July 09"" by lovarakotomalala is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",207822,downloaded,
9aS8h9W86SyDlS5rTEZO,Makroud (Semolina Date Cookies),Makroud,migrations\images\9aS8h9W86SyDlS5rTEZO_makroud_semolina_date_cookies.jpg,https://live.staticflickr.com/8439/8008271222_596b1d786a_b.jpg,https://api.openverse.org/v1/images/00865c8b-f2ac-443e-8fbf-2b3a6e74bd31/thumb/,flickr,"Makroud - Kairouan, Tunisia",mmmyoso,by-nc-nd,"""Makroud - Kairouan, Tunisia"" by mmmyoso is licensed under CC BY-NC-ND 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-nd/2.0/.",168869,downloaded,
9kIOG7V4PRKEjLN9XLur,Shiro Wat,Shiro Wat,migrations\images\9kIOG7V4PRKEjLN9XLur_shiro_wat.jpg,https://live.staticflickr.com/65535/51997833097_2f26142be3_b.jpg,https://api.openverse.org/v1/images/d1ee959d-ba25-41fc-a33b-454e57cdd9aa/thumb/,flickr,"#kvpinmybelly Date night at @authenticethioafrican in Phoenix. Adorable food spot playing Regagge covers of 80s tunes. 😋 We ordered the meat and vegetable combo with Doro Wat Key (spicy chicken leg), Sega Wat Key (beef cubes), Shiro Wat (chickpeas), a",queenkv,by-nc-sa,"""#kvpinmybelly Date night at @authenticethioafrican in Phoenix. Adorable food spot playing Regagge covers of 80s tunes. 😋 We ordered the meat and vegetable combo with Doro Wat Key (spicy chicken leg), Sega Wat Key (beef cubes), Shiro Wat (chickpeas), a"" by queenkv is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",337393,downloaded,
9vvKXV4kiSWcdfeMwITN,Piri Piri Prawns,Piri Piri Prawns,migrations\images\9vvKXV4kiSWcdfeMwITN_piri_piri_prawns.jpg,https://live.staticflickr.com/3648/3447906521_814b5b2383_b.jpg,https://api.openverse.org/v1/images/dca4379a-3bec-438c-8da0-85a790de3953/thumb/,flickr,Piri piri prawns,Verity Borthwick,by-nc-sa,"""Piri piri prawns"" by Verity Borthwick is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",163250,downloaded,
ABHM6RXJ7Hf44PBx6KNR,Dundun (Fried Yam),Dundun,migrations\images\ABHM6RXJ7Hf44PBx6KNR_dundun_fried_yam.jpg,https://live.staticflickr.com/7908/46817153181_4155628db1_b.jpg,https://api.openverse.org/v1/images/8779409c-3cd0-4519-aaf4-2a65de2c05f5/thumb/,flickr,Dundun love insta,Sabar-Elina,by-nc-sa,"""Dundun love insta"" by Sabar-Elina is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",191702,downloaded,
AE5IGgZfxOeYZaQAh2hC,Ewedu Soup,,,,,,,,,,,no_match,
AWmPWFXXOiPk2G8muA9a,Plantain Porridge,Plantain Porridge,migrations\images\AWmPWFXXOiPk2G8muA9a_plantain_porridge.jpg,https://live.staticflickr.com/3252/3048293976_f6a2a61aa5_b.jpg,https://api.openverse.org/v1/images/cc82a7ae-71a7-413d-9912-949d4720fb61/thumb/,flickr,plantain porridge,jane boles,by-nc-sa,"""plantain porridge"" by jane boles is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",245335,downloaded,
AY7sPgsv78YXlSfOHyUo,Waakye (Rice and Beans),Waakye,migrations\images\AY7sPgsv78YXlSfOHyUo_waakye_rice_and_beans.jpg,https://live.staticflickr.com/65535/47637303061_ab69be8f05_b.jpg,https://api.openverse.org/v1/images/589323b2-5277-41a7-ab1a-5c1f8504d3f2/thumb/,flickr,"Waakye with stew at Joyce’s Palace, Croydon, London CR0",Kake .,by-nc-sa,"""Waakye with stew at Joyce’s Palace, Croydon, London CR0"" by Kake . is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",212156,downloaded,
AbMBSxxh4glgf0EcjjQI,Jollof Rice,Jollof Rice,migrations\images\AbMBSxxh4glgf0EcjjQI_jollof_rice.jpg,https://live.staticflickr.com/3251/2853745181_8a5f9fa230_b.jpg,https://api.openverse.org/v1/images/85db03ca-ece4-4371-b341-06b6625d00c2/thumb/,flickr,jollof rice,secretlondon123,by-sa,"""jollof rice"" by secretlondon123 is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/.",151482,downloaded,
AlTViEyZFhaYDaCuZd6y,Chin Chin,Chin Chin,migrations\images\AlTViEyZFhaYDaCuZd6y_chin_chin.jpg,https://live.staticflickr.com/7711/27240345056_3f2f725020_b.jpg,https://api.openverse.org/v1/images/f4abfa14-394a-46c0-8815-34d562f35ece/thumb/,flickr,Not by the hair of my chinny chin chin!,Lisa Zins,by,"""Not by the hair of my chinny chin chin!"" by Lisa Zins is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",235600,downloaded,
AuLSGUGlBY7Vz8RkIbCc,Ful Medames and Bread,Ful Medames and Bread,migrations\images\AuLSGUGlBY7Vz8RkIbCc_ful_medames_and_bread.jpg,https://live.staticflickr.com/164/379337899_5f233cc3a0.jpg,https://api.openverse.org/v1/images/c77d836e-7189-4628-9733-804d40e10b58/thumb/,flickr,Farek and I eat our ful,dlisbona,by,"""Farek and I eat our ful"" by dlisbona is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",66921,downloaded,
AyYV7AWGyTwMsIEikDC3,Muboora (Pumpkin Leaves),,,,,,,,,,,no_match,
Bh6b2qE4llZzZoCxMkeP,Brochettes (Rwandan),Brochettes,migrations\images\Bh6b2qE4llZzZoCxMkeP_brochettes_rwandan.jpg,https://live.staticflickr.com/397/31664738612_15fe3141ec_b.jpg,https://api.openverse.org/v1/images/1ec1f69c-19ea-424e-b250-2972043170c8/thumb/,flickr,"Galettes de Xining, brochettes d'agneau et thé salé. Le cuisinier dans sa guérite",Gongashan,by-nc-nd,"""Galettes de Xining, brochettes d'agneau et thé salé. Le cuisinier dans sa guérite"" by Gongashan is licensed under CC BY-NC-ND 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-nd/2.0/.",127343,downloaded,
BkbtBKC0ij5dx5bnjXxu,Rechta,,,,,,,,,,,no_match,
BxUWoeuYUbqxQzklsdgh,Mechoui (Roast Lamb),Mechoui,migrations\images\BxUWoeuYUbqxQzklsdgh_mechoui_roast_lamb.jpg,https://live.staticflickr.com/8200/8175120974_a9edb135a5_b.jpg,https://api.openverse.org/v1/images/3a8b984a-2f53-4046-9a8f-ef6b503299c6/thumb/,flickr,mechoui à la base - 1956 Adjudant 'Choupette' avec 1er et second maitre - Photo JP Vasse (Retina Kodak),Vasnic64,by,"""mechoui à la base - 1956 Adjudant 'Choupette' avec 1er et second maitre - Photo JP Vasse (Retina Kodak)"" by Vasnic64 is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",288023,downloaded,
C2zz9NX3TWuDzNLPYDCO,Mahindi Choma (Roasted Corn),,,,,,,,,,,no_match,
CDlg21vVdAR12FBjFF9m,Soya (Cameroonian Suya),Soya,migrations\images\CDlg21vVdAR12FBjFF9m_soya_cameroonian_suya.jpg,https://live.staticflickr.com/2225/2469105075_0699fed763_b.jpg,https://api.openverse.org/v1/images/8e0e8d9c-23ac-41e5-a982-6394b5272c40/thumb/,flickr,Tequeños con soya (muñecos de fieltro),kirikiri,by-nc-sa,"""Tequeños con soya (muñecos de fieltro)"" by kirikiri is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",303189,downloaded,
CVfBTelriEDbKXzl6oOK,Funge,Funge,migrations\images\CVfBTelriEDbKXzl6oOK_funge.jpg,https://live.staticflickr.com/3557/3548460285_b27278878a_b.jpg,https://api.openverse.org/v1/images/67c85d5c-a1e0-4b2e-990c-89a4464f920b/thumb/,flickr,"The Origin of the Surname, 'Fung'",Wootang01,by-nd,"""The Origin of the Surname, 'Fung'"" by Wootang01 is licensed under CC BY-ND 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nd/2.0/.",214693,downloaded,
CYj6KAuqXiDoB1o52ig6,Githeri,Githeri,migrations\images\CYj6KAuqXiDoB1o52ig6_githeri.jpg,https://live.staticflickr.com/5169/5261343468_fe58168a0b_b.jpg,https://api.openverse.org/v1/images/613720d7-c2c6-48df-b8f3-f42dba83b43a/thumb/,flickr,"Tasting githeri made with quality protein maize (QPM) at farmer field day, Embu, Kenya",CIMMYT,by-nc-sa,"""Tasting githeri made with quality protein maize (QPM) at farmer field day, Embu, Kenya"" by CIMMYT is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",173713,downloaded,
CaW9Br9r9uHi5NSlKRUs,Matapa,Matapa,migrations\images\CaW9Br9r9uHi5NSlKRUs_matapa.jpg,https://live.staticflickr.com/65535/49100163152_05dcace69c_b.jpg,https://api.openverse.org/v1/images/a37bb331-d80c-406f-9427-41b65f4b6e92/thumb/,flickr,Matapa Aria - Common Red Eye,Green Baron Pro,by-nc,"""Matapa Aria - Common Red Eye"" by Green Baron Pro is licensed under CC BY-NC 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc/2.0/.",148660,downloaded,
CdmXRovPoPb3aDyK1XbC,Caldou,,,,,,,,,,,no_match,
CnW9kzXMhQBZ27zLgUpX,Wasawasa,Wasawasa,migrations\images\CnW9kzXMhQBZ27zLgUpX_wasawasa.jpg,https://live.staticflickr.com/4081/4747972546_644b4126ea_b.jpg,https://api.openverse.org/v1/images/7b8a0706-b963-47d1-b2f6-972a82a4d7b5/thumb/,flickr,wasawasa,- hilari -,by-nc-nd,"""wasawasa"" by - hilari - is licensed under CC BY-NC-ND 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-nd/2.0/.",462003,downloaded,
CooB7rOusOP6Af2VuZz8,Fah-fah,Fah-fah,migrations\images\CooB7rOusOP6Af2VuZz8_fah_fah.jpg,https://live.staticflickr.com/3853/15182243287_7b2e2ec540_b.jpg,https://api.openverse.org/v1/images/7503658a-474e-4177-ab4b-5c9a1addb44b/thumb/,flickr,"Milk tea AUD3.50 - Fah Fah, Chadstone",avlxyz,by-nc-sa,"""Milk tea AUD3.50 - Fah Fah, Chadstone"" by avlxyz is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",136232,downloaded,
CtCikI5ExVuslVAvJ5Ab,Braai (South African BBQ),Braai,migrations\images\CtCikI5ExVuslVAvJ5Ab_braai_south_african_bbq.jpg,https://live.staticflickr.com/2564/3992780424_6187a38603_b.jpg,https://api.openverse.org/v1/images/67a6a837-8b60-4c9b-9506-e3be4ea8b2db/thumb/,flickr,Fish braai in 4 easy steps,mallix,by-nc-nd,"""Fish braai in 4 easy steps"" by mallix is licensed under CC BY-NC-ND 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-nd/2.0/.",286776,downloaded,
DZFVmUdD8ACpdY3xJSPb,Klui-Klui (Peanut Sticks),Klui-Klui,migrations\images\DZFVmUdD8ACpdY3xJSPb_klui_klui_peanut_sticks.jpg,https://live.staticflickr.com/4135/4821331669_28ec1d2f0e_b.jpg,https://api.openverse.org/v1/images/294dd244-2e08-4271-9872-1660d12684d7/thumb/,flickr,"Kluis van Bolderberg, Zolder",Erf-goed.be,by-nc-sa,"""Kluis van Bolderberg, Zolder"" by Erf-goed.be is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",338257,downloaded,
DZOUNYOkWykpbQuCWc9R,Chipsi Mayai (Chips Mayai),,,,,,,,,,,no_match,
DakBLyAcsTZ1p4t1kXoZ,Bofrot (Ghanaian Doughnut),Bofrot,migrations\images\DakBLyAcsTZ1p4t1kXoZ_bofrot_ghanaian_doughnut.jpg,https://live.staticflickr.com/7025/6401690079_7e3767fc5d_b.jpg,https://api.openverse.org/v1/images/36bf790a-d751-4652-a74c-07d9c38afe9f/thumb/,flickr,Bofrot Vendor,Terrie Schweitzer,by-nc-sa,"""Bofrot Vendor"" by Terrie Schweitzer is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",216150,downloaded,
DjyMW4nffWLcio78Zrhc,Poulet DG (Director General Chicken),Poulet DG,migrations\images\DjyMW4nffWLcio78Zrhc_poulet_dg_director_general_chicken.jpg,https://live.staticflickr.com/3876/14478196066_0136c58a56_b.jpg,https://api.openverse.org/v1/images/8076e3e0-a606-4ae3-b05c-f4801267b128/thumb/,flickr,Poulet DG,mb2996,by-nc-sa,"""Poulet DG"" by mb2996 is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",202580,downloaded,
Dw5Q68WYttz3B56QixeO,Miyan Kuka (Baobab Soup),,,,,,,,,,,no_match,
EA8Svv13uFCNRVKcfPtF,Fataya (Senegalese Pastry),Fataya,migrations\images\EA8Svv13uFCNRVKcfPtF_fataya_senegalese_pastry.jpg,https://live.staticflickr.com/1727/42603153751_f4a3c49bb0_b.jpg,https://api.openverse.org/v1/images/9d786534-da44-47d2-b3b5-a289841cff91/thumb/,flickr,003 boston - Teranga - Fataya starter,Karmor,by-nc-nd,"""003 boston - Teranga - Fataya starter"" by Karmor is licensed under CC BY-NC-ND 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-nd/2.0/.",142979,downloaded,
EFsaSrypa2YJKZlySXr7,Brik à l'Oeuf,,,,,,,,,,,no_match,
EKKYEiEqXqsJNjz5zyPp,Cereal and Milk (Nigerian Style),Cereal and Milk,migrations\images\EKKYEiEqXqsJNjz5zyPp_cereal_and_milk_nigerian_style.jpg,https://live.staticflickr.com/2143/2547731144_e08ec437f2_b.jpg,https://api.openverse.org/v1/images/771884f7-38f5-4db5-b480-936606f4afe1/thumb/,flickr,Pixar's Brown Bag Lunch Room has Non-Stop Cereal and Milk. Awesome!,Coco Mault,by-nc,"""Pixar's Brown Bag Lunch Room has Non-Stop Cereal and Milk. Awesome!"" by Coco Mault is licensed under CC BY-NC 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc/2.0/.",234400,downloaded,
ElUOkWxrvMz93b9ED0bX,Agege Bread and Ewa Agoyin,,,,,,,,,,,no_match,
EvVl0ZRjjZSraIhGhjYz,Rice and Beans (Nigerian),Rice and Beans,migrations\images\EvVl0ZRjjZSraIhGhjYz_rice_and_beans_nigerian.jpg,https://live.staticflickr.com/377/18997439088_e369268b5b_b.jpg,https://api.openverse.org/v1/images/2c98c384-0702-48c9-9452-fca256a94eca/thumb/,flickr,Rice and Beans,The Marmot,by,"""Rice and Beans"" by The Marmot is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",167021,downloaded,
F1UIMaNTDVZkCmhesOiR,Pap en Vleis,Pap en Vleis,migrations\images\F1UIMaNTDVZkCmhesOiR_pap_en_vleis.jpg,https://live.staticflickr.com/3832/9079251520_dddf2453e4.jpg,https://api.openverse.org/v1/images/943e4616-475e-4124-9810-07efa71de6e1/thumb/,flickr,"June 18, 2013 at 07:53PM",Mark-Sutherland,by-nc-sa,"""June 18, 2013 at 07:53PM"" by Mark-Sutherland is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",32450,downloaded,
FArK8jmap6pdWEWAEFlT,Kilishi,,,,,,,,,,,no_match,
FHyI4ozgn41oGkhzXu1E,Pap (Ogi / Akamu),Pap,migrations\images\FHyI4ozgn41oGkhzXu1E_pap_ogi_akamu.jpg,https://live.staticflickr.com/50/139904767_0e3752c90f_b.jpg,https://api.openverse.org/v1/images/66fc6c8b-051d-4c3e-8169-e2c21e975206/thumb/,flickr,Wonder Pole fiberglass 40' telescoping pole for PAP Pole Aerial Photography,billjacobus1,by,"""Wonder Pole fiberglass 40' telescoping pole for PAP Pole Aerial Photography"" by billjacobus1 is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",136929,downloaded,
FqqDkSkbzUP5oYX8o7xk,Nyembwe Chicken,,,,,,,,,,,no_match,
G24jZU11tARhkphMhRa8,Riz au Gras (Guinea),Riz au Gras,migrations\images\G24jZU11tARhkphMhRa8_riz_au_gras_guinea.jpg,https://live.staticflickr.com/67/154686968_0a7ec0bdb8_b.jpg,https://api.openverse.org/v1/images/c9320737-838c-40b6-bbee-de2961f1ecd5/thumb/,flickr,Riz au gras,Alexbip,by-nc-nd,"""Riz au gras"" by Alexbip is licensed under CC BY-NC-ND 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-nd/2.0/.",158668,downloaded,
G2VN9HFMatpI0b20EcrQ,Sishwala,,,,,,,,,,,no_match,
GB5HFBWnKtzVMowpUPbZ,Brochettes (Rwandan Meat Skewers),Brochettes,migrations\images\GB5HFBWnKtzVMowpUPbZ_brochettes_rwandan_meat_skewers.jpg,https://live.staticflickr.com/397/31664738612_15fe3141ec_b.jpg,https://api.openverse.org/v1/images/1ec1f69c-19ea-424e-b250-2972043170c8/thumb/,flickr,"Galettes de Xining, brochettes d'agneau et thé salé. Le cuisinier dans sa guérite",Gongashan,by-nc-nd,"""Galettes de Xining, brochettes d'agneau et thé salé. Le cuisinier dans sa guérite"" by Gongashan is licensed under CC BY-NC-ND 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-nd/2.0/.",127343,downloaded,
GL4I7LKdIvLrzOO8E6LL,Fataya (Senegalese Meat Pie),Fataya,migrations\images\GL4I7LKdIvLrzOO8E6LL_fataya_senegalese_meat_pie.jpg,https://live.staticflickr.com/1727/42603153751_f4a3c49bb0_b.jpg,https://api.openverse.org/v1/images/9d786534-da44-47d2-b3b5-a289841cff91/thumb/,flickr,003 boston - Teranga - Fataya starter,Karmor,by-nc-nd,"""003 boston - Teranga - Fataya starter"" by Karmor is licensed under CC BY-NC-ND 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-nd/2.0/.",142979,downloaded,
GM5JUlScWeb7FcvJVNvV,Mutura (Kenyan Sausage),Mutura,migrations\images\GM5JUlScWeb7FcvJVNvV_mutura_kenyan_sausage.jpg,https://live.staticflickr.com/65535/49827805152_167dd4468a_b.jpg,https://api.openverse.org/v1/images/64f212f2-8432-4b91-ac83-db32d98f6d4d/thumb/,flickr,"View of Mutura, on the River Jumma",Asian Art Museum,by-nc-nd,"""View of Mutura, on the River Jumma"" by Asian Art Museum is licensed under CC BY-NC-ND 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-nd/2.0/.",128581,downloaded,
Ga0Yq7u8V764lVApPaNw,Fufu and Pondu,,,,,,,,,,,no_match,
GibUFH8Qmwy7gmA1H1RD,Pounded Yam,Pounded Yam,migrations\images\GibUFH8Qmwy7gmA1H1RD_pounded_yam.jpg,https://live.staticflickr.com/7588/16982938579_a87bb4f604_b.jpg,https://api.openverse.org/v1/images/6707fcd3-9740-415e-865d-9fe85e33ba5a/thumb/,flickr,"Egusi stew with chicken and pounded yam from Tomi's Kitchen, Barking, London IG11",Kake .,by-nc-sa,"""Egusi stew with chicken and pounded yam from Tomi's Kitchen, Barking, London IG11"" by Kake . is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",357173,downloaded,
Gl2nRGWQa9l6C0WQcinH,Chapman,Chapman,migrations\images\Gl2nRGWQa9l6C0WQcinH_chapman.jpg,https://live.staticflickr.com/3023/4563284400_07a9ed275d_b.jpg,https://api.openverse.org/v1/images/be0c0fd8-8942-45cf-a247-215ce06e517d/thumb/,flickr,"Golden Eagle, an exclusive Chapman pack: Grown in U. S. A., grown and packed by Charles C. Chapman, Fullerton, Orange County, California",Boston Public Library,by-nc-nd,"""Golden Eagle, an exclusive Chapman pack: Grown in U. S. A., grown and packed by Charles C. Chapman, Fullerton, Orange County, California"" by Boston Public Library is licensed under CC BY-NC-ND 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-nd/2.0/.",256301,downloaded,
HJIKqSeuSvx80HrSJHEc,Couscous and Lamb Tagine,Couscous and Lamb Tagine,migrations\images\HJIKqSeuSvx80HrSJHEc_couscous_and_lamb_tagine.jpg,https://live.staticflickr.com/7182/6863557255_46f7b624b3_b.jpg,https://api.openverse.org/v1/images/57eb00a3-3c0a-4ee1-aced-172e7ae64f21/thumb/,flickr,Lamb tagine with couscous and vegetables,stijn,by-nc-nd,"""Lamb tagine with couscous and vegetables"" by stijn is licensed under CC BY-NC-ND 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-nd/2.0/.",148452,downloaded,
HJzEoVMFTnhKf95KAdHG,Kilishi,,,,,,,,,,,no_match,
HUVKtrpN5kDLu0ysVifi,Maghrebi mint tea,Maghrebi mint tea,migrations\images\HUVKtrpN5kDLu0ysVifi_maghrebi_mint_tea.jpg,https://live.staticflickr.com/4384/36463705284_88048d511d_b.jpg,https://api.openverse.org/v1/images/1225ef43-9588-441b-90a2-24f6587c2cef/thumb/,flickr,Baklava zum Maghrebi mint tea im Palazzo Versace Dubai. 👌 --- #visitDubai,hoomygumb,by-nc-sa,"""Baklava zum Maghrebi mint tea im Palazzo Versace Dubai. 👌 --- #visitDubai"" by hoomygumb is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",186365,downloaded,
HY5GuJPXa0BH2qJ0fV2X,Mwambe (Palm Butter Sauce),Mwambe,migrations\images\HY5GuJPXa0BH2qJ0fV2X_mwambe_palm_butter_sauce.jpg,https://live.staticflickr.com/4090/5117871788_aa87f85be0_b.jpg,https://api.openverse.org/v1/images/698a9429-32f4-4450-8771-dc8ee0089179/thumb/,flickr,Henry Bellingham met with the DRC Foreign Minister Mr Alexis Thambwe-Mwambe,"Foreign, Commonwealth & Development Office",by,"""Henry Bellingham met with the DRC Foreign Minister Mr Alexis Thambwe-Mwambe"" by Foreign, Commonwealth & Development Office is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",179229,downloaded,
HhJWA5H6OAPivxZela0F,Maakouda (Potato Fritters),Maakouda,migrations\images\HhJWA5H6OAPivxZela0F_maakouda_potato_fritters.jpg,https://live.staticflickr.com/1703/25664374184_0f89bee896_b.jpg,https://api.openverse.org/v1/images/2e0aca3a-e780-4fe5-bcfb-6caf6b7b0f43/thumb/,flickr,"cuisinedemememoniq: Maâkouda (galettes de pommes de terre marocaines) #maakouda #pommedeterre #maroc #cuisine #food #homemade #faitmaison N'hésitez pas à nous demander la recette, nous la publierons dans notre blog http://ift.tt/1JtxP6n #amazing #eat #foo",eric.delcroix,by-nc-sa,"""cuisinedemememoniq: Maâkouda (galettes de pommes de terre marocaines) #maakouda #pommedeterre #maroc #cuisine #food #homemade #faitmaison N'hésitez pas à nous demander la recette, nous la publierons dans notre blog http://ift.tt/1JtxP6n #amazing #eat #foo"" by eric.delcroix is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",273866,downloaded,
Hn5OTVTlawIkngFECgHd,Isi Ewu (Goat Head),,,,,,,,,,,no_match,
I2Iq0beeAP7xWdyRaXXs,Ndolé,Ndolé,migrations\images\I2Iq0beeAP7xWdyRaXXs_ndol.jpg,https://live.staticflickr.com/4155/34584093036_0fb61832cf_b.jpg,https://api.openverse.org/v1/images/ea033a13-f22e-47f4-84bc-16e1218e9885/thumb/,flickr,African cuisine. Ndolé & Co.,Elyasin Shaladi,by-nc,"""African cuisine. Ndolé & Co."" by Elyasin Shaladi is licensed under CC BY-NC 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc/2.0/.",227021,downloaded,
IPsfmJopqPukhZvDuloq,Shiro Wot,Shiro Wot,migrations\images\IPsfmJopqPukhZvDuloq_shiro_wot.jpg,https://live.staticflickr.com/1653/25642523790_138075ebbf_b.jpg,https://api.openverse.org/v1/images/c1c5ee7f-c16e-42de-af1b-4909521d4b8e/thumb/,flickr,Injera with Shiro Wot,David~,by,"""Injera with Shiro Wot"" by David~ is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",202738,downloaded,
IjlHKa8exrExjm3pTsVo,Yam and Egg Sauce,Yam and Egg Sauce,migrations\images\IjlHKa8exrExjm3pTsVo_yam_and_egg_sauce.jpg,https://live.staticflickr.com/7259/7432803198_7466dccdbe_b.jpg,https://api.openverse.org/v1/images/942f833d-d940-4e4e-96bb-b7a926c3e30a/thumb/,flickr,Brooklyn: Pok Pok NY - Yam Makheau Yao,wallyg,by-nc-nd,"""Brooklyn: Pok Pok NY - Yam Makheau Yao"" by wallyg is licensed under CC BY-NC-ND 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-nd/2.0/.",126275,downloaded,
